loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
13000,36,9.99,b,source verified,credit_card,15.6,0,0,61.0,18,6.0,rent,11.002116507732017
12000,36,17.99,e,source verified,other,17.73,0,0,91.8,11,3.0,rent,10.950824090522445
10000,36,10.59,b,source verified,home_improvement,8.03,1,0,62.0,45,10.0,mortgage,12.181040847923068
4800,36,7.49,a,not verified,debt_consolidation,18.22,0,0,48.9,11,3.0,rent,10.404293143019792
15000,60,9.99,b,not verified,debt_consolidation,11.3,0,0,22.6,18,2.0,mortgage,10.77039894671221
4500,36,5.42,a,not verified,car,7.77,0,0,16.3,21,2.0,rent,11.156264806643742
20500,60,11.11,b,verified,debt_consolidation,22.83,0,0,57.5,15,6.0,mortgage,10.457401400981889
10000,60,18.79,e,source verified,credit_card,16.38,2,0,97.2,23,10.0,rent,11.331103783217925
25000,60,12.99,c,verified,debt_consolidation,15.64,0,0,50.4,31,1.0,rent,11.258046118484
16000,60,14.79,c,verified,debt_consolidation,22.19,3,0,67.7,37,7.0,own,10.640675541671662
29500,60,18.79,e,source verified,home_improvement,4.56,3,0,52.8,19,7.0,mortgage,12.100717685412471
9000,60,17.99,e,not verified,debt_consolidation,11.34,2,0,10.1,20,5.0,rent,10.555838779903407
5300,60,15.28,d,source verified,major_purchase,10.85,2,0,51.5,25,1.0,mortgage,11.127277689932466
9600,60,17.49,d,source verified,debt_consolidation,13.77,0,0,76.8,39,5.0,mortgage,11.289844411702974
1400,60,10.99,b,not verified,home_improvement,8.75,4,0,29.7,19,10.0,mortgage,10.085850775128717
8000,60,15.99,d,source verified,debt_consolidation,19.0,0,0,93.7,10,1.0,rent,11.082157933374816
5275,36,13.49,c,source verified,car,11.73,0,0,26.5,11,3.0,rent,10.961295207644392
9600,60,18.39,e,not verified,debt_consolidation,16.69,0,0,55.5,8,8.0,rent,10.668978650219241
13000,60,11.49,b,source verified,home_improvement,15.75,1,0,45.3,32,10.0,own,11.54257164203526
4000,36,15.23,c,not verified,major_purchase,16.49,1,0,56.6,19,5.0,mortgage,10.645448706505872
22500,60,10.37,b,verified,home_improvement,12.0,0,0,43.9,20,2.0,mortgage,10.714439990727769
5000,36,9.99,b,not verified,debt_consolidation,21.98,2,0,53.7,18,6.0,rent,10.463131911491967
25000,60,22.48,g,verified,major_purchase,18.66,0,0,85.4,12,5.0,rent,11.05318894808027
3600,60,14.79,c,not verified,debt_consolidation,22.37,1,0,49.9,13,3.0,rent,10.421953911398072
20000,60,18.39,e,verified,debt_consolidation,20.08,1,0,35.3,17,1.0,rent,10.673618922112436
7200,36,11.99,b,not verified,debt_consolidation,17.58,0,0,80.7,13,1.0,rent,10.268165387743457
35000,60,17.99,e,not verified,home_improvement,6.39,0,0,53.9,14,10.0,mortgage,12.031725210748633
9250,36,16.49,d,not verified,moving,21.64,0,0,86.1,28,1.0,rent,10.34177474101152
12000,60,11.49,b,not verified,debt_consolidation,13.93,1,0,43.8,19,5.0,rent,10.610562292793487
9000,36,11.49,b,source verified,debt_consolidation,6.93,0,0,65.4,12,5.0,mortgage,10.463131911491967
10400,36,11.49,b,source verified,debt_consolidation,6.65,0,0,60.0,25,5.0,rent,11.407576060361786
6000,36,10.99,b,source verified,other,11.98,1,0,84.5,23,1.0,rent,11.695255355062795
11000,36,7.49,a,source verified,debt_consolidation,11.81,0,0,64.7,18,7.0,mortgage,11.561725152903833
2925,60,17.99,e,verified,debt_consolidation,12.3,1,0,55.2,16,4.0,rent,10.225607282932941
6800,36,7.49,a,not verified,home_improvement,13.07,0,0,9.1,46,1.0,own,11.87757552297847
2500,60,10.59,b,not verified,other,2.15,0,0,48.8,5,2.0,own,10.768421830133452
20050,36,10.59,b,verified,debt_consolidation,20.21,0,0,60.3,15,9.0,mortgage,11.23850177707664
2525,60,17.99,e,source verified,other,1.71,0,0,55.3,4,10.0,rent,10.645448706505872
20000,60,11.49,b,source verified,home_improvement,1.52,0,0,0.0,30,4.0,mortgage,12.225880174775122
2800,36,10.99,b,not verified,credit_card,19.62,1,0,12.3,49,5.0,mortgage,10.859018228147887
10000,60,11.99,b,source verified,wedding,15.31,1,0,21.8,14,6.0,mortgage,10.645448706505872
2500,36,9.99,b,not verified,debt_consolidation,12.69,0,1,73.7,12,2.0,mortgage,10.596659732783579
4000,36,13.49,c,source verified,small_business,8.75,1,0,45.0,10,1.0,mortgage,10.085850775128717
15000,36,10.59,b,source verified,debt_consolidation,14.66,2,0,54.4,13,2.0,rent,11.031674824544641
2950,36,17.49,d,verified,car,9.75,0,0,57.3,4,4.0,rent,9.169622538697624
12000,60,14.79,c,verified,debt_consolidation,9.08,1,1,44.1,26,8.0,mortgage,10.915033917272405
20000,60,18.39,e,verified,credit_card,12.5,0,0,88.9,16,2.0,mortgage,11.736077016252437
1000,36,13.99,c,source verified,vacation,9.37,1,0,65.4,6,1.0,rent,11.373674891823535
3000,36,5.42,a,not verified,home_improvement,19.48,0,0,19.4,23,8.0,own,10.757924157061597
15000,60,9.99,b,source verified,wedding,14.35,0,0,18.3,14,1.0,rent,11.19135563385109
12000,36,8.49,a,source verified,credit_card,14.88,0,0,63.7,32,10.0,rent,12.524530013005734
20000,60,16.89,d,verified,credit_card,17.06,0,0,96.4,13,1.0,rent,10.819798284210286
5000,60,13.49,c,verified,small_business,15.96,1,0,0.7,29,4.0,rent,10.308985993422082
18000,36,8.49,a,not verified,debt_consolidation,7.7,0,0,61.3,21,7.0,rent,11.002116507732017
8400,36,11.99,b,source verified,credit_card,17.64,1,0,68.6,22,9.0,rent,10.84546552414626
6200,36,15.23,c,source verified,major_purchase,18.62,3,0,44.5,27,6.0,rent,10.275223507900165
3000,36,15.23,c,verified,debt_consolidation,6.27,1,0,86.6,10,4.0,rent,9.105090961257085
3000,36,10.99,b,source verified,home_improvement,8.95,0,0,95.6,21,10.0,mortgage,11.502885230075814
14000,36,9.99,b,source verified,debt_consolidation,17.96,0,0,76.6,17,10.0,mortgage,11.156721838515388
35000,36,7.49,a,verified,debt_consolidation,12.15,0,0,11.0,26,4.0,mortgage,11.455306945297822
6800,36,17.49,d,source verified,home_improvement,2.2,2,0,23.4,10,7.0,own,11.002116507732017
6400,60,15.99,d,not verified,debt_consolidation,24.43,0,0,24.5,19,4.0,rent,10.645448706505872
12000,60,19.29,e,not verified,credit_card,8.42,0,1,96.1,11,3.0,rent,11.002116507732017
3000,36,15.62,d,source verified,debt_consolidation,22.78,0,1,95.0,20,7.0,mortgage,11.0186455364637
12000,60,8.49,a,not verified,debt_consolidation,10.14,0,0,29.2,26,10.0,mortgage,10.596659732783579
6000,36,10.99,b,source verified,debt_consolidation,5.54,0,0,16.2,20,10.0,mortgage,10.819638274609368
9800,36,8.49,a,verified,car,15.99,1,0,73.0,39,10.0,mortgage,11.775297421715827
10625,60,21.36,f,verified,credit_card,20.04,0,1,97.1,5,4.0,rent,10.385944565501662
5500,60,17.49,d,not verified,debt_consolidation,6.99,0,0,77.3,14,10.0,rent,10.596559730283433
12000,36,12.99,c,source verified,debt_consolidation,7.76,1,0,55.2,25,1.0,rent,11.362160713080492
30000,60,22.48,g,verified,debt_consolidation,17.36,0,0,99.9,18,3.0,mortgage,11.06665398721974
10000,36,10.99,b,not verified,home_improvement,13.49,6,0,52.6,26,10.0,mortgage,10.62135173563291
4500,60,10.59,b,not verified,debt_consolidation,6.93,1,0,21.5,19,10.0,mortgage,10.714439990727769
7500,36,16.49,d,not verified,debt_consolidation,19.75,0,0,76.1,14,1.0,rent,10.705601239347883
10000,36,5.99,a,not verified,home_improvement,3.06,0,0,17.0,15,5.0,mortgage,10.596659732783579
15000,36,10.59,b,not verified,credit_card,19.52,0,0,30.6,17,4.0,mortgage,11.184435286790631
8400,36,10.99,b,not verified,credit_card,20.8,0,0,63.4,14,2.0,mortgage,10.239995502805316
5000,36,10.59,b,source verified,medical,2.0,1,0,21.8,5,1.0,rent,10.085850775128717
28000,36,8.49,a,verified,home_improvement,0.54,2,0,7.0,18,10.0,mortgage,11.7954980059705
9000,60,17.49,d,verified,debt_consolidation,14.74,2,1,59.1,18,5.0,mortgage,10.463131911491967
15000,60,18.79,e,verified,house,4.1,3,0,23.1,37,5.0,rent,11.775297421715827
22000,60,19.29,e,verified,debt_consolidation,15.64,0,1,63.9,18,3.0,rent,10.968215530759236
14000,36,6.99,a,not verified,debt_consolidation,5.29,0,0,4.4,29,1.0,rent,11.0186455364637
10000,36,5.99,a,not verified,debt_consolidation,5.24,1,0,12.3,24,10.0,mortgage,10.72187875513222
7200,36,7.49,a,not verified,debt_consolidation,9.14,0,0,20.3,5,4.0,rent,10.181157167204903
10000,36,7.49,a,not verified,debt_consolidation,4.36,0,0,33.1,18,7.0,rent,11.775297421715827
3600,60,16.89,d,source verified,major_purchase,8.07,2,0,40.1,18,1.0,rent,10.596659732783579
6250,60,15.99,d,verified,car,19.22,3,0,50.9,23,10.0,mortgage,11.002116507732017
15000,36,6.99,a,not verified,debt_consolidation,3.02,2,0,13.2,39,1.0,rent,10.778977123006351
5000,36,7.49,a,not verified,other,21.74,1,0,35.6,29,10.0,mortgage,10.691967639914864
2500,36,10.59,b,not verified,debt_consolidation,22.17,0,0,64.5,15,2.0,rent,10.645448706505872
5000,36,15.99,d,not verified,debt_consolidation,16.75,3,0,26.8,51,3.0,rent,10.722407984014007
6000,36,14.79,c,source verified,other,7.68,3,0,23.9,8,1.0,rent,11.002116507732017
15000,60,17.49,d,not verified,debt_consolidation,8.94,0,0,46.1,52,5.0,mortgage,11.077593757255771
9600,36,7.49,a,not verified,debt_consolidation,17.88,0,0,65.7,34,1.0,rent,10.308985993422082
5000,36,5.42,a,not verified,home_improvement,10.3,1,0,60.1,23,10.0,mortgage,10.819798284210286
4800,36,5.99,a,not verified,debt_consolidation,4.61,1,0,2.9,23,8.0,mortgage,10.748862136040046
11500,60,16.89,d,not verified,debt_consolidation,24.75,0,0,73.8,22,10.0,mortgage,11.205054290550551
9000,36,8.49,a,not verified,debt_consolidation,23.57,0,0,60.8,22,7.0,rent,10.645448706505872
9600,60,13.49,c,not verified,home_improvement,10.97,3,0,70.1,37,10.0,mortgage,11.51293546492023
6000,36,11.49,b,not verified,car,1.9,2,0,30.3,19,5.0,rent,10.085850775128717
24000,36,7.49,a,source verified,debt_consolidation,14.69,0,0,38.7,45,5.0,rent,11.112462823634855
10000,60,20.99,f,verified,debt_consolidation,18.89,3,0,42.2,30,5.0,rent,11.51293546492023
11000,60,9.99,b,verified,home_improvement,26.71,0,0,0.0,25,10.0,mortgage,10.668978650219241
12000,60,11.99,b,source verified,debt_consolidation,14.4,2,0,31.8,12,5.0,rent,10.463131911491967
5500,36,10.99,b,not verified,major_purchase,24.41,0,0,69.1,14,3.0,mortgage,10.691967639914864
9000,60,16.49,d,not verified,debt_consolidation,17.38,1,0,33.8,15,1.0,rent,10.203629181337648
20000,60,16.89,d,verified,debt_consolidation,6.83,0,0,34.0,26,10.0,own,10.778977123006351
28500,60,19.29,e,verified,house,0.77,0,0,6.6,21,7.0,mortgage,10.94024216782542
5000,60,15.99,d,not verified,credit_card,9.42,0,0,83.4,17,2.0,rent,10.596659732783579
12000,60,20.99,f,verified,debt_consolidation,12.76,1,0,20.8,29,10.0,mortgage,11.51293546492023
2000,36,10.99,b,not verified,car,9.36,0,0,69.6,6,6.0,own,10.673618922112436
7100,36,6.99,a,verified,car,3.49,0,0,3.2,20,3.0,rent,11.461642696843066
10400,36,5.42,a,not verified,debt_consolidation,16.8,0,0,46.4,24,9.0,rent,11.082157933374816
10800,36,15.99,d,not verified,debt_consolidation,17.42,0,1,96.6,14,3.0,rent,10.896757843893464
35000,60,18.79,e,verified,debt_consolidation,20.65,0,0,76.9,24,10.0,mortgage,11.431292326565295
35000,36,15.62,d,verified,debt_consolidation,15.0,1,0,62.8,18,10.0,rent,11.289794413577894
11525,36,5.42,a,verified,home_improvement,8.08,0,0,20.6,33,6.0,mortgage,11.578722568760277
15000,60,16.49,d,verified,debt_consolidation,10.0,2,1,59.9,27,1.0,own,11.385103457032141
20000,60,10.99,b,verified,debt_consolidation,12.46,0,0,29.3,38,10.0,mortgage,11.244339888209435
17875,60,12.99,c,verified,debt_consolidation,23.47,0,0,81.7,21,10.0,rent,10.588426134546184
10200,36,7.49,a,not verified,credit_card,13.8,0,0,49.5,53,10.0,mortgage,11.736077016252437
12000,36,11.99,b,not verified,debt_consolidation,21.58,0,0,58.1,21,10.0,rent,10.859018228147887
2225,60,12.99,c,not verified,car,19.15,1,0,30.6,10,2.0,rent,10.12667110305036
35000,36,15.23,c,not verified,debt_consolidation,13.36,1,0,68.9,31,1.0,mortgage,12.611541086966115
9550,60,15.99,d,not verified,credit_card,18.12,0,0,87.5,9,10.0,mortgage,10.819798284210286
3500,36,11.99,b,source verified,other,13.61,1,0,92.6,19,8.0,mortgage,11.127277689932466
4800,36,15.23,c,not verified,other,11.96,1,0,53.6,17,5.0,rent,10.275223507900165
5000,36,12.99,c,not verified,major_purchase,9.79,1,0,39.7,22,10.0,mortgage,11.289794413577894
2500,36,10.59,b,not verified,other,17.65,0,0,14.8,5,3.0,own,10.085850775128717
9500,60,14.79,c,not verified,debt_consolidation,12.13,1,0,45.0,4,3.0,rent,10.491301994830229
3600,36,5.42,a,not verified,car,15.0,0,0,2.7,41,9.0,mortgage,11.002116507732017
15000,60,17.49,d,verified,vacation,19.55,1,1,63.0,30,10.0,mortgage,10.859018228147887
18000,60,13.49,c,not verified,debt_consolidation,15.79,1,0,58.5,23,5.0,rent,11.141876276228
2400,36,7.49,a,not verified,major_purchase,7.0,0,0,11.2,3,3.0,rent,11.002116507732017
6000,36,11.49,b,not verified,car,23.57,1,0,64.7,27,6.0,mortgage,10.778977123006351
10000,36,5.99,a,not verified,debt_consolidation,5.82,2,0,12.5,28,4.0,rent,10.576559568665022
4250,36,10.99,b,not verified,credit_card,8.07,1,0,31.4,13,1.0,rent,10.221977646629885
10000,36,10.99,b,not verified,debt_consolidation,11.09,0,0,53.6,13,4.0,rent,10.645448706505872
5000,60,12.99,c,source verified,medical,3.2,0,1,9.6,8,7.0,rent,9.392745258631441
6000,36,7.49,a,source verified,debt_consolidation,18.79,3,0,18.2,16,4.0,mortgage,10.332701738815134
7000,36,6.99,a,not verified,car,5.59,1,0,23.2,11,7.0,mortgage,11.204237641759402
5600,36,11.99,b,not verified,wedding,15.18,0,0,93.6,17,3.0,rent,10.875875023762154
13100,36,7.49,a,not verified,car,2.75,0,0,17.1,17,1.0,rent,11.171012454143554
12000,36,13.99,c,verified,debt_consolidation,23.46,2,0,94.0,28,10.0,mortgage,11.002116507732017
5875,36,12.99,c,not verified,credit_card,19.37,1,1,67.5,41,1.0,rent,10.813377845229255
2250,36,8.49,a,source verified,debt_consolidation,6.27,2,0,28.1,5,1.0,rent,9.798182590890704
16425,60,19.69,e,verified,debt_consolidation,19.38,0,0,23.7,55,10.0,mortgage,10.87806606028079
22000,60,14.17,c,verified,debt_consolidation,19.47,2,0,78.2,48,10.0,mortgage,11.58989576532275
4000,60,20.25,f,source verified,debt_consolidation,18.09,3,0,53.8,52,10.0,mortgage,11.082157933374816
8000,60,11.99,b,not verified,credit_card,21.23,0,0,45.0,36,6.0,mortgage,10.968215530759236
7350,36,7.49,a,source verified,credit_card,19.82,0,0,71.1,17,2.0,rent,10.714328875912717
3500,36,13.99,c,source verified,moving,15.5,2,0,89.5,25,1.0,rent,11.608244735642321
17750,36,13.49,c,source verified,credit_card,13.63,1,0,79.0,27,1.0,rent,10.778977123006351
13200,36,14.79,c,not verified,debt_consolidation,18.8,1,0,73.0,27,5.0,mortgage,11.417394260741805
3400,60,16.4,e,source verified,debt_consolidation,5.17,0,0,58.2,4,1.0,own,9.575052927597383
16000,60,23.59,g,source verified,major_purchase,18.33,1,0,97.5,15,5.0,own,10.465642970023561
8000,60,18.25,f,source verified,debt_consolidation,20.37,0,0,91.1,21,9.0,rent,10.727684925086583
30000,60,17.49,d,verified,other,7.95,2,0,69.9,13,7.0,own,12.043583127364586
25000,36,11.99,b,verified,debt_consolidation,12.41,1,0,83.4,25,4.0,mortgage,11.51293546492023
6000,60,17.49,d,source verified,wedding,19.36,0,0,79.7,16,5.0,rent,10.308985993422082
6000,36,15.23,c,source verified,credit_card,19.57,1,0,27.2,23,1.0,own,10.915106645867503
20000,60,10.99,b,verified,debt_consolidation,18.6,0,0,25.5,29,10.0,mortgage,11.156264806643742
6000,36,6.99,a,not verified,medical,10.37,0,0,3.7,20,2.0,rent,11.264476926102367
10000,36,10.59,b,verified,debt_consolidation,13.9,2,1,48.9,34,10.0,mortgage,10.947661254690129
3000,36,7.49,a,source verified,debt_consolidation,13.43,0,0,20.3,23,2.0,rent,10.757924157061597
5000,36,8.49,a,source verified,debt_consolidation,3.79,0,0,56.5,7,1.0,rent,10.126511096649761
6000,36,7.49,a,not verified,debt_consolidation,13.13,0,0,47.7,9,3.0,rent,10.463131911491967
20800,60,18.39,e,source verified,debt_consolidation,15.16,2,0,80.4,34,2.0,rent,11.038254962793788
10000,36,7.49,a,verified,debt_consolidation,19.36,0,0,21.4,11,3.0,rent,10.308985993422082
28000,60,15.65,d,source verified,small_business,12.62,1,0,12.3,30,3.0,mortgage,10.933124826700707
3000,36,15.23,c,source verified,car,22.3,1,0,44.2,22,10.0,rent,10.721393382488882
8000,36,7.49,a,source verified,debt_consolidation,18.92,0,0,47.5,28,4.0,mortgage,10.915106645867503
15000,60,16.49,d,verified,medical,9.78,2,0,81.1,22,7.0,rent,11.813037464800539
11500,36,5.99,a,verified,debt_consolidation,8.19,1,0,12.0,27,9.0,mortgage,10.895145463430168
5000,36,11.49,b,not verified,car,14.1,1,1,50.9,20,2.0,mortgage,10.596659732783579
6000,36,6.99,a,source verified,wedding,15.37,2,0,25.0,14,5.0,mortgage,10.491301994830229
18000,60,10.99,b,not verified,debt_consolidation,14.76,0,0,27.9,26,9.0,mortgage,11.52683823202353
7700,36,15.23,c,source verified,debt_consolidation,21.79,1,0,86.3,14,4.0,rent,11.050905878263567
10800,60,10.99,b,source verified,home_improvement,3.37,0,0,6.4,21,9.0,mortgage,10.491301994830229
6000,36,15.62,d,verified,other,4.73,1,0,39.5,14,1.0,rent,10.463246187411299
17500,60,20.62,f,source verified,debt_consolidation,8.91,0,0,99.7,8,6.0,rent,11.04899933028452
2000,36,5.42,a,not verified,home_improvement,29.04,0,0,48.8,34,10.0,mortgage,11.082157933374816
12000,36,17.49,d,verified,small_business,6.76,1,0,86.4,18,4.0,mortgage,11.002116507732017
16000,36,7.49,a,verified,debt_consolidation,14.24,0,0,54.9,20,10.0,rent,10.691967639914864
5200,60,17.99,e,source verified,other,10.84,2,0,29.4,6,6.0,rent,10.89942091206248
12000,36,11.49,b,source verified,debt_consolidation,6.22,1,0,9.6,21,3.0,rent,11.225256725762893
10000,60,16.89,d,source verified,debt_consolidation,10.84,2,0,73.1,24,10.0,mortgage,11.082157933374816
35000,60,20.62,f,verified,small_business,6.55,0,0,95.4,13,10.0,mortgage,11.849404844423074
3500,36,11.49,b,source verified,debt_consolidation,16.57,0,0,97.9,7,2.0,rent,10.357774570341576
3000,60,19.69,e,verified,moving,12.48,0,0,36.8,38,1.0,rent,12.793862088206213
18000,60,20.62,f,source verified,debt_consolidation,10.24,1,0,90.8,52,8.0,mortgage,11.608244735642321
35000,60,13.49,c,verified,debt_consolidation,5.32,0,0,31.0,21,1.0,rent,11.350418300109132
6000,36,6.99,a,not verified,debt_consolidation,13.77,1,0,16.6,25,3.0,rent,11.289794413577894
13500,60,9.99,b,verified,car,9.24,0,0,11.0,35,10.0,mortgage,11.002116507732017
3500,60,16.89,d,source verified,car,3.0,0,0,30.2,8,5.0,rent,9.546884034617925
10175,60,11.99,b,verified,debt_consolidation,28.91,0,0,47.3,51,3.0,mortgage,10.878141527707198
15000,36,15.99,d,source verified,debt_consolidation,7.7,0,0,47.1,17,10.0,own,11.211833885608513
24000,60,22.11,g,source verified,home_improvement,14.63,0,0,62.4,14,6.0,rent,11.49273296168228
4000,36,5.42,a,verified,credit_card,14.26,0,0,21.2,22,3.0,rent,10.225607282932941
14500,36,7.49,a,verified,debt_consolidation,11.71,0,0,62.3,16,7.0,mortgage,11.695255355062795
20000,36,10.99,b,verified,debt_consolidation,13.43,2,0,62.0,21,2.0,mortgage,11.314486721293981
10000,60,13.49,c,source verified,credit_card,20.52,0,0,88.7,10,4.0,mortgage,10.457401400981889
3000,36,5.42,a,source verified,home_improvement,10.45,1,0,10.6,34,10.0,mortgage,11.225256725762893
26000,60,13.49,c,source verified,debt_consolidation,15.67,0,0,50.2,28,1.0,rent,11.162618772037348
11100,60,21.36,f,verified,small_business,19.7,1,0,96.9,12,7.0,own,10.819798284210286
10000,36,7.49,a,source verified,credit_card,10.64,0,0,40.7,17,7.0,mortgage,10.985309671896763
13500,36,11.49,b,source verified,debt_consolidation,8.01,0,0,89.2,8,6.0,rent,12.211065162153215
6250,36,8.49,a,source verified,credit_card,25.8,0,0,83.6,12,6.0,mortgage,10.085850775128717
12000,36,11.99,b,not verified,debt_consolidation,22.98,0,0,90.9,12,3.0,mortgage,10.534679538960773
8000,36,10.99,b,source verified,other,19.89,0,0,21.2,5,5.0,rent,10.239852640559992
17000,60,15.99,d,source verified,debt_consolidation,14.12,1,0,77.0,61,4.0,mortgage,11.451060699493427
5600,60,18.39,e,source verified,small_business,13.54,1,1,7.5,25,10.0,rent,11.1154434073529
12000,36,11.99,b,verified,debt_consolidation,5.68,0,1,30.4,17,5.0,rent,10.165890277802454
1200,36,15.99,d,not verified,home_improvement,19.48,3,0,72.8,9,5.0,own,10.134638955251866
6800,36,12.99,c,not verified,debt_consolidation,21.42,3,0,86.7,15,5.0,rent,10.578241611979182
16000,60,11.99,b,not verified,debt_consolidation,14.82,0,0,77.2,41,1.0,rent,11.082157933374816
8400,60,17.99,e,not verified,other,22.25,0,0,61.6,28,2.0,mortgage,10.463131911491967
24000,60,18.79,e,verified,small_business,20.06,1,0,18.8,34,5.0,mortgage,11.051730921545808
4900,36,15.62,d,not verified,debt_consolidation,16.45,0,0,55.8,25,7.0,mortgage,11.082157933374816
17000,60,11.99,b,verified,credit_card,23.92,0,0,79.9,28,10.0,mortgage,10.968215530759236
9600,36,7.49,a,not verified,moving,17.78,0,0,12.1,22,1.0,rent,9.980494888896912
24000,60,18.79,e,verified,credit_card,20.13,2,0,57.6,41,10.0,mortgage,11.440365524765756
9000,60,20.99,f,not verified,debt_consolidation,10.57,1,0,48.1,13,1.0,mortgage,9.952325334619427
5000,60,12.99,c,not verified,other,19.0,2,0,13.8,32,7.0,rent,10.673618922112436
30000,60,10.99,b,source verified,debt_consolidation,1.34,0,0,17.7,16,4.0,mortgage,12.429204196772384
5000,36,10.99,b,not verified,vacation,18.82,0,0,42.7,17,10.0,rent,11.002116507732017
14400,60,18.39,e,source verified,other,18.84,0,0,51.9,22,1.0,mortgage,11.31808993399591
2800,60,14.79,c,not verified,other,7.26,1,0,41.2,10,1.0,rent,9.928033812954128
6000,60,14.79,c,source verified,small_business,16.2,3,0,68.8,14,2.0,rent,10.596659732783579
10000,60,19.29,e,not verified,major_purchase,18.6,1,0,29.5,15,4.0,rent,11.426779168236207
7750,60,11.99,b,verified,debt_consolidation,29.78,2,0,39.6,25,10.0,mortgage,11.002116507732017
8450,36,5.99,a,not verified,debt_consolidation,23.2,0,0,28.2,14,7.0,rent,10.308985993422082
9600,60,11.49,b,source verified,debt_consolidation,22.16,3,0,4.5,38,10.0,mortgage,11.225256725762893
25975,60,18.39,e,verified,debt_consolidation,23.3,1,0,37.5,37,2.0,mortgage,10.918736348043124
11500,36,9.99,b,verified,vacation,8.98,0,0,7.2,49,10.0,mortgage,11.58989576532275
20000,60,17.49,d,source verified,home_improvement,13.34,0,0,76.4,35,10.0,mortgage,11.167628403875849
18800,36,6.99,a,verified,moving,21.67,0,0,21.8,33,7.0,rent,10.915106645867503
10800,36,10.99,b,not verified,debt_consolidation,10.27,0,0,52.3,8,6.0,mortgage,10.819798284210286
4500,36,5.42,a,not verified,debt_consolidation,4.86,0,0,17.4,25,10.0,mortgage,10.134638955251866
10800,36,5.99,a,source verified,debt_consolidation,10.72,2,0,27.2,26,10.0,mortgage,11.050905878263567
8000,60,13.99,c,not verified,major_purchase,22.95,1,0,77.6,22,10.0,mortgage,11.097425172408931
3200,36,10.59,b,not verified,home_improvement,4.67,3,0,17.5,35,2.0,mortgage,11.982935344196433
3500,36,6.99,a,not verified,credit_card,5.74,0,1,5.0,16,2.0,mortgage,10.225607282932941
20000,36,7.49,a,verified,debt_consolidation,14.6,0,0,25.3,30,10.0,mortgage,11.51289546452022
7000,60,12.99,c,source verified,car,10.03,0,0,59.6,20,4.0,rent,10.491301994830229
4500,36,7.49,a,verified,major_purchase,4.01,0,0,14.8,18,10.0,mortgage,10.819878279410617
9000,36,5.99,a,verified,home_improvement,11.99,0,0,8.3,39,10.0,mortgage,11.849404844423074
7500,36,13.49,c,not verified,debt_consolidation,19.01,0,1,90.7,6,6.0,own,10.199416029735634
17000,36,10.99,b,source verified,credit_card,9.72,0,0,26.1,28,5.0,rent,11.264476926102367
10000,36,8.49,a,source verified,credit_card,8.73,0,0,68.2,19,2.0,mortgage,10.734503580349049
6500,36,8.49,a,source verified,debt_consolidation,16.72,0,0,18.1,10,4.0,rent,9.980494888896912
9000,36,10.99,b,verified,debt_consolidation,8.84,2,0,55.0,41,10.0,own,12.08954444723597
8000,36,10.59,b,source verified,major_purchase,3.83,0,0,0.0,7,9.0,mortgage,10.778977123006351
16000,36,5.99,a,not verified,debt_consolidation,20.67,0,0,20.7,12,10.0,mortgage,10.596659732783579
1050,36,6.99,a,source verified,credit_card,9.4,0,0,17.1,5,1.0,rent,8.699681400989514
5600,36,13.49,c,source verified,house,1.5,0,0,8.2,3,1.0,rent,10.596659732783579
6000,36,5.99,a,verified,home_improvement,9.73,1,0,0.9,31,8.0,mortgage,11.184435286790631
24575,60,17.49,d,source verified,debt_consolidation,10.44,2,1,43.7,17,3.0,rent,11.344518647594766
19000,60,20.25,f,not verified,other,9.92,0,0,0.0,5,1.0,own,10.332701738815134
3200,36,6.99,a,not verified,major_purchase,9.81,0,0,0.6,29,5.0,mortgage,10.858941303591607
21000,60,17.49,d,verified,credit_card,16.4,0,0,56.2,50,7.0,mortgage,11.51293546492023
10000,36,13.49,c,not verified,debt_consolidation,9.94,2,0,47.1,31,5.0,mortgage,10.576865605238781
4800,60,11.49,b,not verified,home_improvement,20.18,0,0,73.7,34,8.0,mortgage,11.082157933374816
10000,36,5.99,a,source verified,credit_card,1.53,1,0,11.1,35,8.0,mortgage,12.100717685412471
10000,36,11.99,b,verified,major_purchase,0.39,0,0,33.4,21,10.0,mortgage,12.165255859329688
10000,60,18.39,e,verified,debt_consolidation,1.98,1,0,60.9,15,1.0,rent,11.184435286790631
18000,60,13.99,c,verified,debt_consolidation,4.54,3,0,10.5,37,10.0,mortgage,10.819798284210286
8000,36,7.49,a,verified,debt_consolidation,4.23,0,0,35.0,24,10.0,mortgage,10.915106645867503
14000,60,13.49,c,not verified,debt_consolidation,13.48,0,0,71.8,39,2.0,mortgage,10.788184412819104
6800,36,8.49,a,verified,credit_card,11.3,5,0,15.6,37,4.0,mortgage,11.775297421715827
4200,60,19.29,e,not verified,debt_consolidation,7.18,1,0,97.1,15,5.0,mortgage,10.915106645867503
18000,60,17.99,e,verified,debt_consolidation,10.05,0,0,36.6,30,1.0,mortgage,10.518700218288165
6000,36,7.49,a,not verified,debt_consolidation,18.85,0,0,47.6,41,4.0,rent,11.082157933374816
14400,36,6.99,a,not verified,house,21.29,0,0,25.0,21,2.0,rent,10.668978650219241
